blueprint_run_id	field_bucket	source_layer	table_name	field_name	proposed_role	rationale	dependency_for_join	ambiguity_flag	notes_placeholder	upstream_source_type	upstream_bucket_or_role	upstream_rule	manual_review_priority	missing_like_fraction	non_missing_count	distinct_non_missing_count	paired_field_name	evidence_rule	evidence_rate
20260413T081835Z	optional_for_first_baseline	clinical	clinical_follow_up_v4_0	bcr_patient_uuid	followup_join_identifier	Keep the audited patient and follow-up identifiers needed to attach optional treatment and endpoint-preparation layers later.	case_to_followup_or_case_to_treatment_optional_link	True	[fill in during cohort blueprint review]	clinical_core_field_audit	manual_blueprint_join_support	cohort_blueprint_optional_join_identifier		0.0	716	619			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_follow_up_v4_0	pharmaceutical_tx_adjuvant	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_treatment_signal	medium	0.051676	679	2			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_follow_up_v4_0	radiation_treatment_adjuvant	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_treatment_signal	medium	0.03352	692	2			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_patient	history_neoadjuvant_treatment	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_treatment_signal	medium	0.001823	1095	2			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	bcr_patient_barcode	case_join_identifier	Keep the audited patient and follow-up identifiers needed to attach optional treatment and endpoint-preparation layers later.	case_to_treatment_optional_link	False	[fill in during cohort blueprint review]	clinical_core_field_audit	manual_blueprint_join_support	cohort_blueprint_optional_join_identifier		0.0	618	528			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	bcr_patient_uuid	case_join_identifier	Keep the audited patient and follow-up identifiers needed to attach optional treatment and endpoint-preparation layers later.	case_to_treatment_optional_link	False	[fill in during cohort blueprint review]	clinical_core_field_audit	manual_blueprint_join_support	cohort_blueprint_optional_join_identifier		0.0	618	528			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_adjuvant_units	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.092233	561	2			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_therapy_ended_days_to	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.033981	597	275			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_therapy_ongoing_indicator	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.009709	612	2			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_therapy_site	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.032362	598	5			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_therapy_started_days_to	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.038835	594	267			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_therapy_type	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.030744	599	5			
20260413T081835Z	optional_for_first_baseline	clinical	clinical_radiation	radiation_total_dose	treatment_proxy_field	Preserve audited treatment-proxy fields as optional first-study context without turning them into harmonized exposure variables.	optional_case_level_treatment_proxy	True	[fill in during cohort blueprint review]	clinical_shortlist	usable_treatment_proxy	treatment_proxy_direct_treatment_table	medium	0.135922	534	127			
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_follow_up_v4_0	followup_lost_to	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	False	[fill in during cohort blueprint review]	endpoint_crosswalk	primary_candidate	role_primary_best_usable_completeness	low	0.036313	690	2		role_primary_best_usable_completeness	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_follow_up_v4_0	last_contact_days_to	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	False	[fill in during cohort blueprint review]	endpoint_crosswalk	primary_candidate	role_primary_best_usable_completeness	medium	0.086592	654	551		role_primary_best_usable_completeness	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_follow_up_v4_0	new_tumor_event_dx_indicator	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	False	[fill in during cohort blueprint review]	endpoint_crosswalk	primary_candidate	role_primary_best_usable_completeness	medium	0.096369	647	2		role_primary_best_usable_completeness	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_follow_up_v4_0	tumor_status	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	False	[fill in during cohort blueprint review]	endpoint_crosswalk	primary_candidate	role_primary_best_usable_completeness	medium	0.054469	677	2		role_primary_best_usable_completeness	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_follow_up_v4_0	vital_status	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	True	[fill in during cohort blueprint review]	endpoint_crosswalk	overlapping_candidate	role_overlapping_same_canonical_signal	high	0.013966	706	2		role_overlapping_same_canonical_signal	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_patient	last_contact_days_to	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	True	[fill in during cohort blueprint review]	endpoint_crosswalk	overlapping_candidate	role_overlapping_same_canonical_signal	high	0.094804	993	649		role_overlapping_same_canonical_signal	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_patient	new_tumor_event_dx_indicator	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	True	[fill in during cohort blueprint review]	endpoint_crosswalk	overlapping_candidate	role_overlapping_same_canonical_signal	high	0.822242	195	2		role_overlapping_same_canonical_signal	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_patient	tumor_status	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	True	[fill in during cohort blueprint review]	endpoint_crosswalk	overlapping_candidate	role_overlapping_same_canonical_signal	high	0.113947	972	2		role_overlapping_same_canonical_signal	
20260413T081835Z	optional_for_first_baseline	endpoint	clinical_patient	vital_status	endpoint_candidate_join_preparation	Carry audited endpoint candidate fields only as join-preparation inputs; the blueprint does not freeze a final endpoint definition.	case_to_endpoint_candidate_preparation	False	[fill in during cohort blueprint review]	endpoint_crosswalk	primary_candidate	role_primary_best_usable_completeness	medium	0.0	1097	2		role_primary_best_usable_completeness	
20260413T081835Z	optional_for_first_baseline	biospecimen	biospecimen_sample	days_to_sample_procurement	biospecimen_sample_helper	Retain audited sample helper fields as optional context around the required sample anchor without making them baseline requirements.	sample_anchor_context_only	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	1.0	0	0	bcr_sample_barcode	same_row_copresence_only	0.0
20260413T081835Z	optional_for_first_baseline	biospecimen	biospecimen_sample	method_of_sample_procurement	biospecimen_sample_helper	Retain audited sample helper fields as optional context around the required sample anchor without making them baseline requirements.	sample_anchor_context_only	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	1.0	0	0	bcr_sample_barcode	same_row_copresence_only	0.0
20260413T081835Z	optional_for_first_baseline	biospecimen	biospecimen_sample	other_method_of_sample_procurement	biospecimen_sample_helper	Retain audited sample helper fields as optional context around the required sample anchor without making them baseline requirements.	sample_anchor_context_only	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	1.0	0	0	bcr_sample_barcode	same_row_copresence_only	0.0
20260413T081835Z	optional_for_first_baseline	biospecimen	biospecimen_sample	sample_type	biospecimen_sample_helper	Retain audited sample helper fields as optional context around the required sample anchor without making them baseline requirements.	sample_anchor_context_only	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	0.0	2302	4	bcr_sample_barcode	same_row_copresence_only	1.0
20260413T081835Z	optional_for_first_baseline	biospecimen	biospecimen_sample	sample_type_id	biospecimen_sample_helper	Retain audited sample helper fields as optional context around the required sample anchor without making them baseline requirements.	sample_anchor_context_only	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	0.0	2302	4	bcr_sample_barcode	same_row_copresence_only	1.0
