blueprint_run_id	field_bucket	source_layer	table_name	field_name	proposed_role	rationale	dependency_for_join	ambiguity_flag	notes_placeholder	upstream_source_type	upstream_bucket_or_role	upstream_rule	manual_review_priority	missing_like_fraction	non_missing_count	distinct_non_missing_count	paired_field_name	evidence_rule	evidence_rate
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	birth_days_to	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.013674	1082	1045			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	er_status_by_ihc	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.044667	1048	3			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	ethnicity	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	medium	0.158614	923	2			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	gender	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.0	1097	2			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	her2_status_by_ihc	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	medium	0.162261	919	4			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	histological_type	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.000912	1096	8			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	history_other_malignancy	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.000912	1096	2			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	icd_10	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.0	1097	7			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	icd_o_3_histology	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.0	1097	22			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	icd_o_3_site	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.0	1097	6			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	initial_pathologic_dx_year	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.001823	1095	26			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	lymph_nodes_examined_count	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	medium	0.114859	971	42			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	lymph_nodes_examined_he_count	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	medium	0.153145	929	31			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	margin_status	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.061987	1029	3			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	menopause_status	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.082042	1007	4			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	method_initial_path_dx	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.089335	999	7			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	pr_status_by_ihc	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.045579	1047	3			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	race	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.0866	1002	4			
20260413T081835Z	required_for_first_baseline	clinical	clinical_patient	surgical_procedure_first	baseline_covariate	Carry forward audited usable baseline fields as required case-level inputs for the first TCGA-only baseline study blueprint.	case_level_baseline_core	False	[fill in during cohort blueprint review]	clinical_shortlist	usable_baseline	baseline_candidate_structured_core_field	low	0.050137	1042	4			
20260413T081835Z	required_for_first_baseline	biospecimen	biospecimen_sample	bcr_patient_uuid	biospecimen_sample_anchor	Use the audited biospecimen sample identifiers as the required specimen anchor beneath the patient/case unit.	case_to_sample_anchor	False	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	primary_link_candidate	role_primary_patient_best_uuid_candidate	low	0.0	2302	1101	bcr_sample_barcode	same_row_copresence_only	1.0
20260413T081835Z	required_for_first_baseline	biospecimen	biospecimen_sample	bcr_sample_barcode	biospecimen_sample_anchor	Use the audited biospecimen sample identifiers as the required specimen anchor beneath the patient/case unit.	case_to_sample_anchor	False	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	primary_link_candidate	role_primary_canonical_level_identifier	low	0.0	2302	2302	bcr_sample_uuid	exact_pair_one_to_one_same_table	1.0
20260413T081835Z	required_for_first_baseline	biospecimen	biospecimen_sample	bcr_sample_uuid	biospecimen_sample_anchor	Use the audited biospecimen sample identifiers as the required specimen anchor beneath the patient/case unit.	case_to_sample_anchor	False	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	primary_link_candidate	role_primary_canonical_level_identifier	low	0.0	2302	2302	bcr_sample_barcode	exact_pair_one_to_one_same_table	1.0
