crosswalk_run_id	parse_run_id	source_run_id	identifier_linkage_family	table_name	field_name	source_position	probable_identifier_level	identifier_token_family	candidate_source	missing_like_fraction	non_missing_count	distinct_non_missing_count	example_values_small_sample	crosswalk_role	crosswalk_rule	manual_review_priority	notes_placeholder	matched_identifier_tokens_json	alternate_column_name	cde_id_raw	paired_field_name	pattern_rule	pattern_comparable_row_count	pattern_pass_fraction	pattern_nonmatch_examples_json
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_aliquot	bcr_sample_barcode	2	sample	barcode	field_name_level_and_identifier_token_match	0.0	14538	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	overlapping_link_candidate	role_overlapping_repeated_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"			bcr_aliquot_barcode	barcode_prefix_same_row	14538	0.999587	"[{""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01D-A19X-01""}, {""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01D-A19Y-09""}, {""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01W-A216-09""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01D-A19X-01""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01D-A19Y-09""}]"
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_sample	sample_type	20	sample	level_only	field_name_level_token_match_only	0.0	2302	4	"[""Primary Tumor"", ""Blood Derived Normal"", ""Solid Tissue Normal"", ""Metastatic""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample""]"			bcr_sample_barcode	same_row_copresence_only	2302	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_sample	sample_type_id	21	sample	level_only	field_name_level_token_match_only	0.0	2302	4	"[""01"", ""10"", ""11"", ""06""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample""]"			bcr_sample_barcode	same_row_copresence_only	2302	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_sample	days_to_sample_procurement	8	sample	level_only	field_name_level_token_match_only	1.0	0	0	[]	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample""]"		CDE_ID:3288495	bcr_sample_barcode	same_row_copresence_only	0	0.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_sample	method_of_sample_procurement	14	sample	level_only	field_name_level_token_match_only	1.0	0	0	[]	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample""]"		CDE_ID:3103514	bcr_sample_barcode	same_row_copresence_only	0	0.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_sample	other_method_of_sample_procurement	16	sample	level_only	field_name_level_token_match_only	1.0	0	0	[]	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample""]"		CDE_ID:2006730	bcr_sample_barcode	same_row_copresence_only	0	0.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_protocol	bcr_sample_barcode	2	sample	barcode	field_name_level_and_identifier_token_match	0.0	6315	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"			bcr_analyte_barcode	barcode_prefix_same_row	6315	0.999367	"[{""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01D""}, {""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01W""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01D""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01W""}]"
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_shipment_portion	bcr_sample_barcode	2	sample	barcode	field_name_level_and_identifier_token_match	0.0	1064	940	"[""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1ES-01A"", ""TCGA-BH-A1ES-06A"", ""TCGA-BH-A1ET-01A"", ""TCGA-BH-A1ET-11B""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"			bcr_patient_uuid	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	sample_identifier_like	biospecimen_diagnostic_slides	bcr_sample_barcode	3	sample	barcode	field_name_level_and_identifier_token_match	0.0	1142	1071	"[""TCGA-AR-A1AR-01A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1ES-01A"", ""TCGA-BH-A1ET-01A"", ""TCGA-BH-A1EU-01A""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"			bcr_patient_barcode	barcode_prefix_same_row	1142	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_portion	bcr_portion_barcode	3	portion	barcode	field_name_level_and_identifier_token_match	0.0	2310	2309	"[""TCGA-AR-A1AR-01A-31"", ""TCGA-AR-A1AR-10A-01"", ""TCGA-BH-A1EO-01A-11"", ""TCGA-BH-A1EO-11A-31"", ""TCGA-BH-A1ES-01A-11""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""barcode""]"			bcr_portion_uuid	exact_pair_one_to_one_same_table	2310	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_portion	bcr_portion_uuid	4	portion	uuid	field_name_level_and_identifier_token_match	0.0	2310	2309	"[""40407260-e805-4c2e-b2a7-13862bc5e494"", ""5b2a99b7-e1a8-4739-acaf-d5f75cc47021"", ""a1fcb1b1-c484-4e7c-945f-9459205fd65c"", ""481ef4df-5be7-47a5-998b-64b6d21f5307"", ""3a8e8825-bea2-4a15-aa93-fdbd5e989203""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""uuid""]"			bcr_portion_barcode	exact_pair_one_to_one_same_table	2310	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_portion	portion_number	8	portion	level_only	field_name_level_token_match_only	0.0	2310	31	"[""31"", ""01"", ""11"", ""12"", ""33""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_portion_barcode	same_row_copresence_only	2310	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_portion	portion_sequence	9	portion	level_only	field_name_level_token_match_only	0.07619	2134	9	"[""3"", ""1"", ""2"", ""4"", ""5""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_portion_barcode	same_row_copresence_only	2134	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_analyte	subportion_sequence	16	portion	level_only	field_name_level_token_match_only	0.365954	4004	4	"[""1"", ""2"", ""3"", ""4""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_sample_barcode	same_row_copresence_only	4004	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	portion_number	8	portion	level_only	field_name_level_token_match_only	0.0	1064	15	"[""21"", ""31"", ""41"", ""11"", ""51""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_shipment_portion_uuid	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	shipment_portion_day_of_shipment	10	portion	level_only	field_name_level_token_match_only	0.0	1064	6	"[""2"", ""14"", ""24"", ""16"", ""22""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_shipment_portion_uuid	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	shipment_portion_month_of_shipment	11	portion	level_only	field_name_level_token_match_only	0.0	1064	6	"[""8"", ""11"", ""6"", ""9"", ""3""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_shipment_portion_uuid	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	shipment_portion_year_of_shipment	12	portion	level_only	field_name_level_token_match_only	0.0	1064	4	"[""2011"", ""2012"", ""2014"", ""2013""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_shipment_portion_uuid	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	portion_sequence	9	portion	level_only	field_name_level_token_match_only	0.022556	1040	9	"[""2"", ""3"", ""4"", ""1"", ""5""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"			bcr_shipment_portion_uuid	same_row_copresence_only	1040	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	portion_identifier_like	biospecimen_shipment_portion	bcr_shipment_portion_uuid	4	portion	uuid	field_name_level_and_identifier_token_match	0.0	1064	1064	"[""819BFF28-56B5-455B-B86D-C803B081D75E"", ""E6C70136-AE35-4294-A16D-5673F0EDBEA5"", ""21AE0B23-D3AA-4B22-A3C7-3EB6D8E98A26"", ""A8E7241B-076A-4FA3-83DA-755694823091"", ""48D344A0-2C10-412C-A51E-BB830474D9D5""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""uuid""]"			bcr_sample_barcode	same_row_copresence_only	1064	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	biospecimen_analyte	bcr_analyte_barcode	3	analyte	barcode	field_name_level_and_identifier_token_match	0.0	6315	6315	"[""TCGA-AR-A1AR-01A-31D"", ""TCGA-AR-A1AR-01A-31R"", ""TCGA-AR-A1AR-01A-31W"", ""TCGA-AR-A1AR-10A-01D"", ""TCGA-AR-A1AR-10A-01W""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""barcode""]"			bcr_analyte_uuid	exact_pair_one_to_one_same_table	6315	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	biospecimen_analyte	bcr_analyte_uuid	4	analyte	uuid	field_name_level_and_identifier_token_match	0.0	6315	6315	"[""3febc6c8-85ae-4d38-ba55-c959959846db"", ""5f5b9bb2-3278-424f-9cf2-e26f0c3b0fd5"", ""344DFFB3-2D2B-479D-8BE5-9EAD2728541B"", ""07c974b3-3286-4c4f-8b67-6f8e425936f4"", ""A58E8309-8346-4648-945D-E48EFDC1A635""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""uuid""]"			bcr_analyte_barcode	exact_pair_one_to_one_same_table	6315	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	biospecimen_analyte	analyte_type	6	analyte	level_only	field_name_level_token_match_only	0.0	6315	4	"[""DNA"", ""RNA"", ""Repli-G (Qiagen) DNA"", ""Repli-G X (Qiagen) DNA""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte""]"			bcr_analyte_barcode	same_row_copresence_only	6315	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	biospecimen_analyte	analyte_type_id	7	analyte	level_only	field_name_level_token_match_only	0.0	6315	4	"[""D"", ""R"", ""W"", ""X""]"	secondary_link_candidate	role_secondary_level_helper_field	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte""]"			bcr_analyte_barcode	same_row_copresence_only	6315	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	analyte_identifier_like	biospecimen_protocol	bcr_analyte_barcode	3	analyte	barcode	field_name_level_and_identifier_token_match	0.0	6315	6315	"[""TCGA-AR-A1AR-01A-31D"", ""TCGA-AR-A1AR-01A-31R"", ""TCGA-AR-A1AR-01A-31W"", ""TCGA-AR-A1AR-10A-01D"", ""TCGA-AR-A1AR-10A-01W""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""barcode""]"			bcr_sample_barcode	barcode_prefix_same_row	6315	0.999367	"[{""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01D""}, {""prefix_value"": ""TCGA-E2-A2P5-10A"", ""child_value"": ""TCGA-E2-A2P5-10B-01W""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01D""}, {""prefix_value"": ""TCGA-E2-A2P6-10A"", ""child_value"": ""TCGA-E2-A2P6-10B-01W""}]"
20260413T073640Z	20260413T070359Z	20260412T000556Z	slide_identifier_like	biospecimen_slide	bcr_slide_barcode	3	slide	barcode	field_name_level_and_identifier_token_match	0.0	1995	1991	"[""TCGA-AR-A1AR-01A-03-TSC"", ""TCGA-BH-A1EO-01A-01-TSA"", ""TCGA-BH-A1EO-11A-01-TSA"", ""TCGA-BH-A1EO-11A-02-TSB"", ""TCGA-BH-A1EO-11A-03-TSC""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""barcode""]"			bcr_slide_uuid	exact_pair_one_to_one_same_table	1995	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	slide_identifier_like	biospecimen_slide	bcr_slide_uuid	4	slide	uuid	field_name_level_and_identifier_token_match	0.0	1995	1991	"[""3013e9be-aa3e-4986-990c-559982f00e36"", ""f976fed3-c414-4f35-84cf-76c2f04e1de1"", ""c102b236-df5c-4291-a710-32b34ada3cdf"", ""f29d9d0a-4543-4577-b6ea-271d3ca2090a"", ""8c8333f5-555a-4cc4-9a2f-81b038cd02a4""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""uuid""]"			bcr_slide_barcode	exact_pair_one_to_one_same_table	1995	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	slide_identifier_like	biospecimen_diagnostic_slides	ffpe_slide_uuid	4	slide	uuid	field_name_level_and_identifier_token_match	0.0	1142	1142	"[""E7B7F6F0-9CC0-4D4F-8C9F-443A74D2BE40"", ""0E624888-D7E4-48DF-B51A-9AD8F75A66B7"", ""C54C809F-748F-4BB0-B018-A8A83A4134C0"", ""05C126CD-CC10-44BF-9A68-6CDDE97272B2"", ""5A0956EF-0100-47FD-9026-1994CF22D0F1""]"	side_table_candidate	role_side_table_strong_identifier	medium	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""uuid""]"			bcr_sample_barcode	same_row_copresence_only	1142	1.0	[]
20260413T073640Z	20260413T070359Z	20260412T000556Z	aliquot_identifier_like	biospecimen_aliquot	bcr_aliquot_barcode	3	aliquot	barcode	field_name_level_and_identifier_token_match	0.0	14538	14538	"[""TCGA-AR-A1AR-01A-31D-A133-02"", ""TCGA-AR-A1AR-01A-31D-A134-01"", ""TCGA-AR-A1AR-01A-31D-A135-09"", ""TCGA-AR-A1AR-01A-31D-A138-05"", ""TCGA-AR-A1AR-01A-31R-A136-13""]"	primary_link_candidate	role_primary_canonical_level_identifier	low	[fill in during biospecimen identifier crosswalk review]	"[""aliquot"", ""barcode""]"			bcr_aliquot_uuid	exact_pair_one_to_one_same_table	14538	1.0	[]
