crosswalk_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	probable_identifier_level	identifier_token_family	missing_like_fraction	non_missing_count	distinct_non_missing_count	example_values_small_sample	candidate_source	manual_review_priority	notes_placeholder	matched_identifier_tokens_json	alternate_column_name	cde_id_raw
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_portion	bcr_sample_barcode	2	sample	barcode	0.0	2310	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_portion	bcr_portion_barcode	3	portion	barcode	0.0	2310	2309	"[""TCGA-AR-A1AR-01A-31"", ""TCGA-AR-A1AR-10A-01"", ""TCGA-BH-A1EO-01A-11"", ""TCGA-BH-A1EO-11A-31"", ""TCGA-BH-A1ES-01A-11""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_portion	bcr_portion_uuid	4	portion	uuid	0.0	2310	2309	"[""40407260-e805-4c2e-b2a7-13862bc5e494"", ""5b2a99b7-e1a8-4739-acaf-d5f75cc47021"", ""a1fcb1b1-c484-4e7c-945f-9459205fd65c"", ""481ef4df-5be7-47a5-998b-64b6d21f5307"", ""3a8e8825-bea2-4a15-aa93-fdbd5e989203""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_portion	portion_number	8	portion	level_only	0.0	2310	31	"[""31"", ""01"", ""11"", ""12"", ""33""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_portion	portion_sequence	9	portion	level_only	0.07619	2134	9	"[""3"", ""1"", ""2"", ""4"", ""5""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	bcr_patient_uuid	1	patient	uuid	0.0	6315	1101	"[""eda6d2d5-4199-4f76-a45b-1d0401b4e54c"", ""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	bcr_sample_barcode	2	sample	barcode	0.0	6315	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	bcr_analyte_barcode	3	analyte	barcode	0.0	6315	6315	"[""TCGA-AR-A1AR-01A-31D"", ""TCGA-AR-A1AR-01A-31R"", ""TCGA-AR-A1AR-01A-31W"", ""TCGA-AR-A1AR-10A-01D"", ""TCGA-AR-A1AR-10A-01W""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	bcr_analyte_uuid	4	analyte	uuid	0.0	6315	6315	"[""3febc6c8-85ae-4d38-ba55-c959959846db"", ""5f5b9bb2-3278-424f-9cf2-e26f0c3b0fd5"", ""344DFFB3-2D2B-479D-8BE5-9EAD2728541B"", ""07c974b3-3286-4c4f-8b67-6f8e425936f4"", ""A58E8309-8346-4648-945D-E48EFDC1A635""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	analyte_type	6	analyte	level_only	0.0	6315	4	"[""DNA"", ""RNA"", ""Repli-G (Qiagen) DNA"", ""Repli-G X (Qiagen) DNA""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	analyte_type_id	7	analyte	level_only	0.0	6315	4	"[""D"", ""R"", ""W"", ""X""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_analyte	subportion_sequence	16	portion	level_only	0.365954	4004	4	"[""1"", ""2"", ""3"", ""4""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_slide	bcr_patient_uuid	1	patient	uuid	0.0	1995	1101	"[""eda6d2d5-4199-4f76-a45b-1d0401b4e54c"", ""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_slide	bcr_sample_barcode	2	sample	barcode	0.0	1995	1283	"[""TCGA-AR-A1AR-01A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A"", ""TCGA-BH-A1ES-06A""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_slide	bcr_slide_barcode	3	slide	barcode	0.0	1995	1991	"[""TCGA-AR-A1AR-01A-03-TSC"", ""TCGA-BH-A1EO-01A-01-TSA"", ""TCGA-BH-A1EO-11A-01-TSA"", ""TCGA-BH-A1EO-11A-02-TSB"", ""TCGA-BH-A1EO-11A-03-TSC""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_slide	bcr_slide_uuid	4	slide	uuid	0.0	1995	1991	"[""3013e9be-aa3e-4986-990c-559982f00e36"", ""f976fed3-c414-4f35-84cf-76c2f04e1de1"", ""c102b236-df5c-4291-a710-32b34ada3cdf"", ""f29d9d0a-4543-4577-b6ea-271d3ca2090a"", ""8c8333f5-555a-4cc4-9a2f-81b038cd02a4""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_aliquot	bcr_patient_uuid	1	patient	uuid	0.0	14538	1101	"[""eda6d2d5-4199-4f76-a45b-1d0401b4e54c"", ""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_aliquot	bcr_sample_barcode	2	sample	barcode	0.0	14538	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_aliquot	bcr_aliquot_barcode	3	aliquot	barcode	0.0	14538	14538	"[""TCGA-AR-A1AR-01A-31D-A133-02"", ""TCGA-AR-A1AR-01A-31D-A134-01"", ""TCGA-AR-A1AR-01A-31D-A135-09"", ""TCGA-AR-A1AR-01A-31D-A138-05"", ""TCGA-AR-A1AR-01A-31R-A136-13""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""aliquot"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_aliquot	bcr_aliquot_uuid	4	aliquot	uuid	0.0	14538	14538	"[""05c45162-6c94-4a15-accc-b6239451064c"", ""c7976361-e689-44f1-9e5a-2a07064f2f95"", ""008ba655-a0a3-42c4-8c72-f1341365ef02"", ""7b017050-97d4-45bb-bf83-c89dab812e44"", ""0ffb3f3d-f20e-43d1-9867-7dc75ac24f3b""]"	field_name_level_and_identifier_token_match	low	[fill in during biospecimen identifier crosswalk review]	"[""aliquot"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_aliquot	biospecimen_barcode_bottom	5	multi_level_or_unclear	barcode	0.0	14538	14537	"[""0099016644"", ""0108477580"", ""0108477484"", ""0108477676"", ""0108477251""]"	field_name_identifier_token_match_only	high	[fill in during biospecimen identifier crosswalk review]	"[""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_protocol	bcr_patient_uuid	1	patient	uuid	0.0	6315	1101	"[""eda6d2d5-4199-4f76-a45b-1d0401b4e54c"", ""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_protocol	bcr_sample_barcode	2	sample	barcode	0.0	6315	2300	"[""TCGA-AR-A1AR-01A"", ""TCGA-AR-A1AR-10A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1EO-11A"", ""TCGA-BH-A1ES-01A""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_protocol	bcr_analyte_barcode	3	analyte	barcode	0.0	6315	6315	"[""TCGA-AR-A1AR-01A-31D"", ""TCGA-AR-A1AR-01A-31R"", ""TCGA-AR-A1AR-01A-31W"", ""TCGA-AR-A1AR-10A-01D"", ""TCGA-AR-A1AR-10A-01W""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""analyte"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	bcr_patient_uuid	1	patient	uuid	0.0	1064	887	"[""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5"", ""417dea5f-f68e-4dab-940e-43ae8c67e5e6""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	bcr_sample_barcode	2	sample	barcode	0.0	1064	940	"[""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1ES-01A"", ""TCGA-BH-A1ES-06A"", ""TCGA-BH-A1ET-01A"", ""TCGA-BH-A1ET-11B""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	shipment_portion_bcr_aliquot_barcode	3	multi_level_or_unclear	barcode	0.0	1064	1064	"[""TCGA-BH-A1EO-01A-21-A17I-20"", ""TCGA-BH-A1ES-01A-21-A17I-20"", ""TCGA-BH-A1ES-06A-21-A24B-20"", ""TCGA-BH-A1ET-01A-21-A17I-20"", ""TCGA-BH-A1ET-11B-31-A43O-20""]"	field_name_multi_level_token_match	high	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""aliquot"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	bcr_shipment_portion_uuid	4	portion	uuid	0.0	1064	1064	"[""819BFF28-56B5-455B-B86D-C803B081D75E"", ""E6C70136-AE35-4294-A16D-5673F0EDBEA5"", ""21AE0B23-D3AA-4B22-A3C7-3EB6D8E98A26"", ""A8E7241B-076A-4FA3-83DA-755694823091"", ""48D344A0-2C10-412C-A51E-BB830474D9D5""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	portion_number	8	portion	level_only	0.0	1064	15	"[""21"", ""31"", ""41"", ""11"", ""51""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	portion_sequence	9	portion	level_only	0.022556	1040	9	"[""2"", ""3"", ""4"", ""1"", ""5""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	shipment_portion_day_of_shipment	10	portion	level_only	0.0	1064	6	"[""2"", ""14"", ""24"", ""16"", ""22""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	shipment_portion_month_of_shipment	11	portion	level_only	0.0	1064	6	"[""8"", ""11"", ""6"", ""9"", ""3""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_shipment_portion	shipment_portion_year_of_shipment	12	portion	level_only	0.0	1064	4	"[""2011"", ""2012"", ""2014"", ""2013""]"	field_name_level_token_match_only	medium	[fill in during biospecimen identifier crosswalk review]	"[""portion""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_diagnostic_slides	bcr_patient_uuid	1	patient	uuid	0.0	1142	1071	"[""eda6d2d5-4199-4f76-a45b-1d0401b4e54c"", ""4510295e-8aa7-4ef1-b2b7-91cc902f8200"", ""51ccbf1b-7cae-44ba-991a-11eda8b8c404"", ""8986a141-eae7-4157-b695-02cc6fc3b071"", ""a1093598-d3a8-4ffe-83fc-bc7d1faff7e5""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""uuid""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_diagnostic_slides	bcr_patient_barcode	2	patient	barcode	0.0	1142	1071	"[""TCGA-AR-A1AR"", ""TCGA-BH-A1EO"", ""TCGA-BH-A1ES"", ""TCGA-BH-A1ET"", ""TCGA-BH-A1EU""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""patient"", ""barcode""]"		CDE_ID:2673794
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_diagnostic_slides	bcr_sample_barcode	3	sample	barcode	0.0	1142	1071	"[""TCGA-AR-A1AR-01A"", ""TCGA-BH-A1EO-01A"", ""TCGA-BH-A1ES-01A"", ""TCGA-BH-A1ET-01A"", ""TCGA-BH-A1EU-01A""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""sample"", ""barcode""]"		
20260413T073640Z	20260413T070359Z	20260412T000556Z	biospecimen_diagnostic_slides	ffpe_slide_uuid	4	slide	uuid	0.0	1142	1142	"[""E7B7F6F0-9CC0-4D4F-8C9F-443A74D2BE40"", ""0E624888-D7E4-48DF-B51A-9AD8F75A66B7"", ""C54C809F-748F-4BB0-B018-A8A83A4134C0"", ""05C126CD-CC10-44BF-9A68-6CDDE97272B2"", ""5A0956EF-0100-47FD-9026-1994CF22D0F1""]"	field_name_level_and_identifier_token_match	medium	[fill in during biospecimen identifier crosswalk review]	"[""slide"", ""uuid""]"		
